months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_occupation,insured_hobbies,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported,policy_state_IN,policy_state_OH,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Front Collision,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_Other,authorities_contacted_Police,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,incident_city_Columbus,incident_city_Hillsdale,incident_city_Northbend,incident_city_Northbrook,incident_city_Riverwood,incident_city_Springfield,property_damage_NO,property_damage_YES,police_report_available_NO,police_report_available_YES
287,41,2000,968.74,0,477519,13,18,0,-49000,9,1,2,3,5170.0,470,940,3760,11,2001,0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
122,34,1000,1220.71,0,603639,6,18,58600,-28700,5,1,2,1,8190.0,1890,1260,5040,3,2013,0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
22,29,2000,1238.62,0,463993,3,19,0,-56200,14,1,2,3,70800.0,7080,14160,49560,0,2012,1,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
106,31,2000,1320.75,0,441491,4,18,54100,0,20,3,0,3,45630.0,5070,5070,35490,0,2011,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
398,58,500,990.98,0,469429,3,6,0,-57900,18,1,2,1,99320.0,7640,15280,76400,0,2002,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
214,41,500,1398.51,0,472214,12,14,0,-57100,13,3,2,0,64000.0,12800,6400,44800,2,1996,1,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
209,38,500,1355.08,0,614945,7,9,58100,0,21,1,1,1,47300.0,4730,4730,37840,9,2014,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
82,27,1000,1384.51,0,476727,0,15,13100,-38200,14,1,2,3,71680.0,8960,8960,53760,13,2007,1,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
193,41,500,847.03,0,438555,2,16,0,0,1,1,1,0,112320.0,17280,17280,77760,11,2011,1,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
134,32,1000,1000.06,0,440961,4,0,0,0,17,1,1,0,82720.0,7520,15040,60160,1,2014,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
288,45,1000,1046.71,0,616714,8,14,0,0,4,3,2,1,48060.0,10680,5340,32040,8,2009,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
104,32,500,1158.03,0,434247,3,11,31900,-44600,23,3,1,3,63570.0,9780,9780,44010,13,2006,1,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
431,54,1000,1372.27,0,436547,2,13,17600,0,13,3,2,3,63240.0,10540,10540,42160,11,1997,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
101,33,1000,1053.04,0,619540,7,15,52000,-44500,20,3,1,3,54240.0,9040,9040,36160,10,2013,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
375,50,1000,1275.39,0,466283,11,3,0,0,16,1,2,3,37280.0,0,0,37280,1,1996,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
461,61,2000,1402.75,0,449557,3,8,0,0,10,3,2,1,72100.0,7210,14420,50470,7,2006,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
428,59,500,1344.36,0,473329,9,10,0,0,8,1,2,3,6500.0,1300,650,4550,10,2013,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
45,38,1000,1197.71,0,470117,6,12,29000,0,17,3,2,0,78240.0,13040,13040,52160,11,2013,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
136,29,500,1203.24,0,600702,13,18,62500,-66900,9,1,2,0,6200.0,1240,620,4340,6,1999,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
216,36,1000,1152.4,0,615921,8,15,39600,-82400,0,1,2,3,6160.0,560,1680,3920,8,2014,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
278,48,2000,1142.62,0,475588,4,7,0,-54000,12,1,2,0,76050.0,11700,11700,52650,3,1997,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
295,48,1000,1332.07,0,609409,3,14,49700,-59100,20,2,2,1,86060.0,13240,13240,59580,13,2002,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
112,30,1000,1166.54,0,479852,9,17,47700,-59300,3,1,2,0,107900.0,10790,20545,75530,4,1997,1,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
122,34,500,1495.06,0,452249,9,14,38100,-31400,18,3,2,0,99990.0,18180,18180,63630,8,2011,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
108,29,1000,1337.92,0,441536,1,3,71400,0,4,3,2,2,61380.0,11160,5580,44640,11,2012,0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
14,28,2000,1587.96,0,601617,2,2,0,-26900,18,1,2,1,71280.0,12960,12960,45360,1,2012,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
298,45,1000,1362.29,0,442598,4,19,0,-51100,18,3,0,0,64000.0,12800,6400,44800,10,1999,0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
276,46,500,1448.84,0,430987,6,3,0,-50000,7,1,0,1,5940.0,660,660,4620,12,2015,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
47,37,2000,1241.97,0,430104,7,12,75400,0,18,1,1,0,6700.0,670,670,5360,7,2011,0,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
222,42,500,1124.6,0,612904,1,10,0,0,23,3,0,0,51740.0,11940,7960,31840,7,2006,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
119,28,2000,1079.92,0,430886,6,10,88800,0,1,1,0,1,53600.0,6700,6700,40200,13,2007,1,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
73,29,1000,1447.78,0,467947,10,2,35100,-59900,15,3,1,0,44910.0,4990,4990,34930,4,2001,0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
8,31,500,1229.16,0,604804,13,11,0,-88300,2,3,0,2,48100.0,11100,7400,29600,13,2014,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
294,44,1000,1226.49,0,460308,4,11,53900,0,3,1,0,1,6100.0,610,1220,4270,5,2002,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
324,46,2000,897.89,0,618862,12,2,0,-41300,13,1,1,0,79600.0,15920,15920,47760,7,2011,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
155,34,500,1706.79,0,462479,10,7,0,0,1,1,1,1,77040.0,8560,8560,59920,6,1998,0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
261,45,1000,1254.18,0,457555,9,11,0,-45100,16,1,0,1,62590.0,11380,11380,39830,13,2003,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
245,40,500,885.08,0,459984,1,16,27000,-58900,0,1,0,1,85150.0,13100,13100,58950,3,1998,0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
235,39,500,1046.58,0,434982,12,8,0,-31700,1,1,2,1,4950.0,450,900,3600,3,2010,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
53,36,2000,1712.68,0,614233,5,1,72200,0,17,3,2,0,51100.0,10220,5110,35770,1,2006,0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
426,54,2000,1097.71,0,605258,0,15,29600,-22300,13,1,2,3,100800.0,16800,16800,67200,4,1997,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
111,27,500,1363.77,0,604377,12,8,51100,0,12,1,2,3,90970.0,16540,16540,57890,0,2009,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
86,26,500,1382.88,0,434923,12,6,0,-30300,11,1,1,1,81840.0,14880,7440,59520,3,2011,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
296,46,1000,1141.35,0,476456,2,17,0,0,18,1,0,2,54900.0,5490,5490,43920,8,2013,0,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
125,35,500,1054.83,0,446788,12,6,0,-51300,17,1,2,3,88660.0,8060,16120,64480,8,2007,1,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
177,34,2000,1057.77,0,477382,12,3,0,-57700,22,3,1,1,18000.0,2250,2250,13500,1,2009,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
238,39,2000,1488.02,0,600275,10,8,0,-39200,9,1,1,3,5500.0,1100,550,3850,3,2010,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
81,25,500,920.3,0,461958,12,10,51000,-67900,11,3,1,0,73920.0,13440,6720,53760,6,2003,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
128,28,1000,986.53,0,472720,0,14,62700,0,11,1,0,2,101860.0,18520,18520,64820,6,2007,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
449,57,2000,1440.68,0,442395,12,12,25000,0,8,1,0,1,5390.0,980,980,3430,13,2008,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
252,39,1000,1086.21,0,455340,4,10,68500,-57500,18,1,1,2,50490.0,5610,5610,39270,9,2001,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
359,47,2000,1367.68,0,613247,5,1,0,0,13,1,0,3,55500.0,5550,11100,38850,8,2012,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
19,32,1000,1215.85,0,454985,7,10,42900,-90200,8,1,1,1,7040.0,1280,640,5120,9,2015,0,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
73,26,2000,1191.19,0,468813,4,1,29300,0,9,3,0,1,40160.0,5020,0,35140,3,2003,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
285,44,1000,1594.45,0,452747,5,3,0,0,17,2,2,3,55680.0,6960,6960,41760,10,2006,0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
196,36,2000,1463.07,0,615611,1,16,0,0,3,1,1,1,5300.0,530,530,4240,7,2001,1,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
223,43,500,1734.09,0,451400,0,4,0,0,6,1,0,3,5200.0,650,650,3900,0,2006,0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
328,48,500,1411.43,0,464874,1,3,45100,-32800,17,1,2,1,59400.0,5940,11880,41580,6,2014,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
285,43,2000,1512.58,0,452496,11,13,47600,0,7,1,1,1,2520.0,280,280,1960,2,1997,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
30,31,2000,1153.35,0,430714,2,9,0,0,9,1,2,1,5760.0,960,960,3840,11,2011,0,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
342,49,500,1722.95,0,472634,13,0,63100,-13800,3,1,2,0,76700.0,7670,7670,61360,11,2006,0,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
219,39,2000,1281.07,0,608371,10,2,0,0,6,1,0,2,5920.0,740,740,4440,3,2015,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
468,62,500,1011.92,0,468168,6,13,0,0,7,3,0,3,64350.0,7150,7150,50050,3,2009,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
241,39,2000,1042.26,0,464107,11,11,0,0,21,3,1,2,19080.0,4240,2120,12720,10,1995,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
223,43,500,1235.1,0,466959,12,8,66400,-34400,14,1,2,1,54400.0,5440,5440,43520,2,2011,0,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
128,32,2000,768.91,0,443522,11,5,0,-39300,0,1,1,0,59800.0,5980,5980,47840,5,1999,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
124,29,500,1301.72,0,441726,5,9,0,0,14,3,0,3,72000.0,7200,7200,57600,1,2005,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
343,48,500,1451.54,0,473412,0,10,0,0,13,4,2,3,65070.0,7230,14460,43380,8,2003,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
404,53,500,767.14,0,466201,11,15,25500,-36700,8,1,0,1,8800.0,1760,880,6160,11,2002,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
63,24,2000,1620.89,0,469621,5,12,0,0,7,1,2,0,6120.0,1020,1020,4080,12,2015,0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
210,37,2000,1048.46,0,466676,8,16,59900,0,9,1,1,2,7080.0,1180,590,5310,4,1999,0,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
335,50,1000,1538.26,0,615346,11,19,62200,-31400,12,3,2,3,34320.0,8580,4290,21450,13,2009,0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
11,40,2000,1217.69,0,440106,9,15,24000,0,6,3,1,0,53460.0,9720,9720,34020,4,2004,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
142,33,2000,1362.64,0,450332,3,6,0,0,11,1,1,3,81360.0,6780,13560,61020,11,2009,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
272,43,1000,1279.13,0,615226,2,3,0,0,5,3,1,2,81070.0,7370,14740,58960,1,2006,1,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
69,26,2000,924.72,0,437688,6,0,0,0,14,1,2,2,63120.0,5260,10520,47340,1,2008,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
38,28,1000,1019.44,0,437387,13,19,0,-39700,17,1,2,1,7200.0,1440,720,5040,2,2004,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
328,46,500,1314.6,0,458139,9,8,24800,0,0,1,2,3,70290.0,12780,6390,51120,10,1998,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
281,43,1000,1515.18,0,443191,8,4,0,0,21,3,1,0,60190.0,9260,9260,41670,2,1999,0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
246,44,2000,1649.18,0,613647,4,0,0,-58600,18,1,1,2,61380.0,11160,5580,44640,6,2009,1,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
298,49,500,1451.01,0,460820,7,8,47800,0,17,1,2,2,28100.0,2810,5620,19670,7,2012,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
330,50,1000,978.46,0,431121,11,19,0,0,19,1,0,0,49060.0,8920,8920,31220,3,1995,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
362,50,500,1198.34,0,619735,11,2,53000,-72500,17,3,1,1,57060.0,6340,6340,44380,8,1995,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
241,38,2000,1003.23,0,470485,12,11,0,0,23,3,0,3,77880.0,12980,12980,51920,0,2008,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
245,41,2000,1212.0,0,620473,3,1,24400,-60500,4,1,0,1,73500.0,7350,14700,51450,7,1999,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
371,52,1000,1242.96,0,449800,7,13,0,-37100,2,2,2,0,88920.0,6840,13680,68400,0,2010,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
343,52,1000,1053.02,0,602402,9,3,0,0,2,1,0,2,47630.0,12990,4330,30310,12,2005,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
377,53,500,1693.63,0,452456,2,11,0,-64000,10,3,1,3,59040.0,6560,6560,45920,10,2015,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
154,37,1000,1904.8262500000003,0,439269,4,7,0,-67800,2,1,0,3,79530.0,14460,7230,57840,0,2000,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
166,34,1000,1083.72,0,617774,6,0,65600,-68200,18,1,0,2,53680.0,4880,4880,43920,6,2005,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
298,46,1000,1138.42,0,477678,9,7,36900,-55000,18,1,2,3,33550.0,3050,6100,24400,13,2005,0,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
235,42,500,1072.62,0,444913,6,8,39900,-60200,7,4,2,1,69100.0,6910,6910,55280,12,2006,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
172,35,2000,1219.04,0,456602,5,13,63600,-68700,19,3,2,0,79750.0,14500,14500,50750,9,1999,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
